1010416478736	27604.00
1030415519063	0.00
1060716799851	0.00
1080623235821	61029.00
1090308850956	19987.00
1120127453147	128514.00
1120318116674	31374.00
1130517575628	57655.00
1160624372266	0.00
1190324103044	0.00
1191116996663	48474.00
1200411468662	46353.00
1200511948878	105795.00
1210806549222	37462.00
1230310422080	0.00
1290621115475	46878.00
1300824767862	0.00
1301123501216	0.00
1330406703183	16653.00
1370223590180	0.00
1381001200223	0.00
1390510210850	70510.00
1391219260254	44767.00
1430313632087	0.00
1460618574665	0.00
1510129938853	14164.00
1510809194223	144981.00
1520928493379	0.00
1570808204932	0.00
1600406369798	4197.00
1641208422946	0.00
1670720163758	0.00
1671106559937	43182.00
1681217744897	44856.00
1690115660579	0.00
1720717621779	129195.00
1730428911187	0.00
1761002909995	0.00
1771002192746	27888.00
1810628366034	48433.00
1850228641098	26561.00
1891202651532	0.00
1900508897861	0.00
1900719819315	0.00
1920611600617	0.00
1940812884345	38865.00
1970805448225	34794.00
2020915473524	109232.00
2021117573442	24351.00
2061231663444	45461.00
2070715143665	0.00
2080307896072	50784.00
2110504453053	0.00
2120905123090	37773.00
2121108845412	69685.00
2130821219843	0.00
2160302236528	0.00
2190628438111	0.00
2191021116669	0.00
2210722659535	60066.00
2240201905281	0.00
2260709899419	0.00
2261007251850	39457.00
2290217357108	0.00
2290802541669	145727.00
2291013548024	48997.00
2311218699866	133359.00
2331113644037	0.00
2340219477422	6558.00
2340514934523	3252.00
2350711750893	0.00
2371127699541	0.00
2431210382225	53349.00
2460822361349	0.00
2490730581657	10161.00
2491225240619	0.00
2511021181410	0.00
2560719833751	0.00
2580522781965	0.00
2601109679431	7339.00
2690610869139	9450.00
2700621291191	0.00
2700722395367	72372.00
2750513581049	52646.00
2750930599940	0.00
2790426366485	0.00
2810614745058	7476.00
2820328860091	30604.00
2860522314500	0.00
2861118663627	0.00
2890615731093	33579.00
2910113989120	0.00
2910730541098	0.00
2921012960096	5288.00
2931005840766	0.00
2941016373256	0.00
2960613776551	0.00
2980622989118	0.00
2990105924755	0.00
2990124743604	81468.00
